Product,Weight,Length,Width,Height,Fragile,Destination,Priority,DispatchDate
Smartphone - Variant 015,0.3,0.5,0.3,0.0,False,ColdStorage,Low,2024-12-21
Smartphone - Variant 016,0.4,0.6,0.3,0.0,True,ReceivingArea,Low,2025-01-26
Smartphone - Variant 017,0.5,0.6,0.3,0.0,False,Basement3,High,2025-01-20
Smartphone - Variant 018,0.4,0.6,0.3,0.0,True,ManualStorage5,Low,2024-12-24
Smartphone - Variant 019,0.4,0.5,0.3,0.0,True,Aisle9,Low,2024-12-28
Smartphone - Variant 020,0.4,0.4,0.3,0.0,True,Rack9,Medium,2025-02-04
Tablet - Variant 001,0.8,0.7,0.5,0.1,True,Aisle10,Low,2025-01-26
Tablet - Variant 002,0.9,0.9,0.5,0.1,False,ExpressLane,High,2025-01-28
Tablet - Variant 003,1.1,0.9,0.6,0.1,True,PalletArea4,Medium,2025-01-13
Tablet - Variant 004,1.4,0.8,0.7,0.1,False,AutomatedStorage5,Low,2025-01-18
Tablet - Variant 005,0.9,0.8,0.6,0.1,True,FastMoving,High,2025-01-20
Tablet - Variant 006,1.3,0.8,0.6,0.1,True,Mezzanine1,Medium,2025-01-07
Tablet - Variant 007,0.9,0.8,0.5,0.1,False,ManualStorage1,Low,2025-01-16
Tablet - Variant 008,1.0,0.8,0.7,0.1,True,PalletArea1,Medium,2024-12-29
Tablet - Variant 009,1.3,0.9,0.6,0.1,False,LoadingDock4,Medium,2024-12-26
Tablet - Variant 010,1.2,0.9,0.7,0.1,False,DryStorage,Low,2025-01-20
Tablet - Variant 011,1.1,0.7,0.7,0.1,False,ShelfArea4,High,2025-01-15
Tablet - Variant 012,1.0,0.6,0.6,0.1,False,SectionF,Low,2025-01-05
Tablet - Variant 013,1.2,0.9,0.6,0.1,False,ShelfArea5,Medium,2025-01-20
Tablet - Variant 014,0.8,0.8,0.6,0.1,True,Mezzanine5,Low,2025-01-18
Tablet - Variant 015,1.2,0.9,0.6,0.1,True,ShelfArea1,Low,2025-01-23
Tablet - Variant 016,1.1,0.8,0.5,0.1,True,ZoneC,Medium,2025-02-15
Tablet - Variant 017,1.2,0.9,0.6,0.1,False,LoadingDock4,Medium,2025-02-07
Tablet - Variant 018,0.8,0.6,0.5,0.1,False,QualityControl,High,2025-02-09
Tablet - Variant 019,1.0,0.7,0.5,0.1,True,Rack4,Medium,2025-01-05
Tablet - Variant 020,0.8,0.7,0.6,0.1,False,LoadingDock2,Medium,2025-01-22
Headphones - Variant 001,0.7,0.7,0.4,0.2,True,HighBay2,Low,2024-12-20
Headphones - Variant 002,0.8,0.7,0.6,0.2,True,LargeItems,High,2024-12-23
Headphones - Variant 003,0.9,0.6,0.4,0.2,False,ZoneG,Medium,2025-01-23
Headphones - Variant 004,0.6,0.7,0.6,0.2,False,Priority4,Medium,2025-02-05
Headphones - Variant 005,0.5,0.6,0.6,0.2,True,ColdStorage,High,2025-01-29
Headphones - Variant 006,0.8,0.6,0.4,0.2,True,Aisle7,Medium,2025-01-09
Headphones - Variant 007,0.7,0.8,0.4,0.2,False,ZoneA,Medium,2025-01-20
Headphones - Variant 008,0.9,0.7,0.4,0.2,True,SectionD,Low,2024-12-25
Headphones - Variant 009,0.7,0.6,0.5,0.2,True,Aisle2,High,2025-01-02
Headphones - Variant 010,0.7,0.8,0.6,0.2,False,Basement4,High,2025-02-06
Headphones - Variant 011,0.6,0.7,0.6,0.2,False,ZoneC,Medium,2024-12-30
Headphones - Variant 012,0.7,0.8,0.6,0.2,True,PalletArea5,High,2025-01-01
Headphones - Variant 013,0.5,0.6,0.6,0.2,True,ReceivingArea,Medium,2025-02-03
Headphones - Variant 014,0.5,0.7,0.4,0.2,True,SlowMoving,High,2024-12-21
Headphones - Variant 015,0.8,0.6,0.5,0.2,False,Priority1,Medium,2024-12-22
Headphones - Variant 016,0.7,0.8,0.5,0.2,True,LoadingDock5,High,2025-02-06
Headphones - Variant 017,0.8,0.7,0.5,0.2,True,SectionH,Low,2024-12-21
Headphones - Variant 018,0.8,0.8,0.5,0.2,False,Rack4,High,2025-01-31
Headphones - Variant 019,0.8,0.8,0.5,0.2,True,Aisle9,High,2025-01-31
Headphones - Variant 020,0.8,0.7,0.5,0.2,True,FragileItems,High,2024-12-28
Camera - Variant 001,2.5,0.5,0.4,0.2,True,ShelfArea1,Low,2024-12-31
Camera - Variant 002,2.4,0.4,0.3,0.2,False,PalletArea4,Low,2025-01-02
Camera - Variant 003,3.1,0.5,0.3,0.2,False,PalletArea5,Medium,2024-12-25
Camera - Variant 004,2.0,0.4,0.3,0.2,True,PalletArea4,High,2025-01-04
Camera - Variant 005,2.9,0.4,0.3,0.2,True,Rack2,Medium,2025-02-09
Camera - Variant 006,1.9,0.4,0.3,0.2,False,SectionD,Low,2025-02-16
Camera - Variant 007,3.3,0.4,0.3,0.2,False,PremiumLane,High,2025-02-16
Camera - Variant 008,2.7,0.4,0.2,0.2,False,ManualStorage2,Medium,2025-01-25
Camera - Variant 009,2.2,0.4,0.3,0.2,True,Rack6,Low,2025-01-20
Camera - Variant 010,3.2,0.4,0.2,0.2,False,SectionB,High,2025-02-07
Camera - Variant 011,2.3,0.4,0.3,0.2,False,ZoneG,Medium,2024-12-22
Camera - Variant 012,3.0,0.3,0.3,0.2,False,HighBay4,Low,2025-02-18
Camera - Variant 013,2.5,0.5,0.2,0.2,False,PalletArea1,Medium,2025-01-30
Camera - Variant 014,2.6,0.5,0.3,0.2,True,Aisle3,Medium,2025-01-15
Camera - Variant 015,3.1,0.4,0.2,0.2,False,ZoneB,Low,2025-01-29
Camera - Variant 016,2.0,0.4,0.3,0.2,False,HighBay3,Low,2025-02-05
Camera - Variant 017,2.4,0.3,0.2,0.2,True,ReceivingArea,Low,2025-01-12
Camera - Variant 018,2.3,0.5,0.3,0.2,False,ManualStorage4,Low,2024-12-25
Camera - Variant 019,2.4,0.4,0.3,0.2,True,Rack5,High,2025-01-09
Camera - Variant 020,3.2,0.4,0.3,0.2,False,Rack4,Medium,2025-02-12
