Product,Weight,Length,Width,Height,Fragile,Destination,Priority,DispatchDate
Shipbuilding Product 072,263.7,12.7,4.1,2.7,False,Basement2,Medium,2025-06-12
Shipbuilding Product 073,610.6,9.5,2.4,1.8,True,ManualStorage4,Low,2025-06-13
Shipbuilding Product 074,235.4,6.7,7.7,2.2,True,HighBay4,Medium,2025-06-14
Shipbuilding Product 075,603.5,7.4,5.4,5.1,False,HighBay2,Medium,2025-06-15
Shipbuilding Product 076,230.6,13.2,3.1,0.4,True,SectionF,High,2025-06-16
Shipbuilding Product 077,265.8,4.1,2.1,3.8,False,Rack5,Medium,2025-06-17
Shipbuilding Product 078,92.0,6.9,2.8,3.8,True,Aisle4,Medium,2025-06-18
Shipbuilding Product 079,250.0,2.3,5.5,0.6,True,Rack10,High,2025-06-19
Shipbuilding Product 080,25.4,8.0,4.6,4.9,False,ZoneF,High,2025-06-20
Shipbuilding Product 081,503.7,1.0,2.8,3.4,True,Floor1,Low,2025-06-21
Shipbuilding Product 082,587.6,11.8,4.5,2.2,True,Floor2,High,2025-06-22
Shipbuilding Product 083,286.9,6.1,2.3,3.4,True,AutomatedStorage5,Medium,2025-06-23
Shipbuilding Product 084,583.4,12.4,3.1,3.0,True,Priority3,Low,2025-06-24
Shipbuilding Product 085,396.6,6.5,5.0,2.6,True,ZoneJ,Low,2025-06-25
Shipbuilding Product 086,160.7,2.8,2.0,1.8,False,ShippingArea,Low,2025-06-26
Shipbuilding Product 087,509.5,6.2,3.5,2.0,True,PremiumLane,Medium,2025-06-27
Shipbuilding Product 088,305.6,8.8,2.2,1.1,True,Basement5,Low,2025-06-28
Shipbuilding Product 089,329.1,4.5,7.5,4.4,True,LargeItems,Low,2025-06-29
Shipbuilding Product 090,393.3,7.9,6.6,0.8,False,ZoneH,Medium,2025-06-30
Shipbuilding Product 091,231.5,0.5,1.8,0.4,True,ZoneG,Medium,2025-06-01
Shipbuilding Product 092,291.1,4.4,1.0,1.7,False,LightItems,Low,2025-06-02
Shipbuilding Product 093,513.6,3.2,5.9,2.5,False,ZoneE,High,2025-06-03
Shipbuilding Product 094,57.3,1.3,5.6,2.9,True,Floor2,Medium,2025-06-04
Shipbuilding Product 095,34.7,2.6,5.2,1.8,True,ReturnsArea,Medium,2025-06-05
Shipbuilding Product 096,542.6,4.9,3.6,3.3,True,HighBay1,Medium,2025-06-06
Shipbuilding Product 097,288.4,7.7,5.4,1.7,False,ShelfArea3,Low,2025-06-07
Shipbuilding Product 098,287.7,5.3,3.8,5.1,False,Rack1,High,2025-06-08
Shipbuilding Product 099,400.6,15.8,4.2,0.7,True,ExpressLane,Medium,2025-06-09
Shipbuilding Product 100,429.5,7.2,2.6,1.0,False,ShelfArea1,Medium,2025-06-10
