Product,Weight,Length,Width,Height,Fragile,Destination,Priority,DispatchDate
Leather Goods Product 052,477.2,3.4,2.5,3.0,True,Rack1,High,2025-05-22
Leather Goods Product 053,73.3,2.5,4.6,0.6,False,LoadingDock2,Medium,2025-05-23
Leather Goods Product 054,112.0,3.7,1.2,3.7,True,HighBay5,High,2025-05-24
Leather Goods Product 055,23.9,3.1,3.7,1.3,False,FastMoving,Medium,2025-05-25
Leather Goods Product 056,514.7,0.9,2.5,4.9,False,AutomatedStorage3,Low,2025-05-26
Leather Goods Product 057,795.2,5.8,4.0,5.3,True,FragileItems,High,2025-05-27
Leather Goods Product 058,124.9,1.3,4.1,4.4,False,SectionG,High,2025-05-28
Leather Goods Product 059,466.2,4.7,1.5,0.4,True,ShelfArea5,High,2025-05-29
Leather Goods Product 060,23.6,1.9,1.3,2.8,False,LightItems,Low,2025-05-30
Leather Goods Product 061,694.9,8.8,2.6,4.0,False,Aisle6,Low,2025-05-01
Leather Goods Product 062,251.9,8.3,0.7,4.0,True,HighBay2,Low,2025-05-02
Leather Goods Product 063,330.4,5.3,0.3,3.8,False,QualityControl,Low,2025-05-03
Leather Goods Product 064,39.4,4.6,2.6,0.8,False,LoadingDock1,Low,2025-05-04
Leather Goods Product 065,233.7,1.2,3.3,2.1,False,Rack5,High,2025-05-05
Leather Goods Product 066,112.7,1.6,7.1,4.5,False,Aisle9,High,2025-05-06
Leather Goods Product 067,302.4,1.4,0.5,3.0,True,ZoneH,High,2025-05-07
Leather Goods Product 068,104.0,9.5,2.5,2.8,True,ZoneE,Medium,2025-05-08
Leather Goods Product 069,258.9,2.9,1.3,0.3,True,Basement3,Low,2025-05-09
Leather Goods Product 070,592.2,7.7,2.2,0.2,False,Aisle1,Medium,2025-05-10
Leather Goods Product 071,441.3,6.6,3.5,3.1,False,Aisle1,Low,2025-05-11
Leather Goods Product 072,687.4,0.8,2.0,4.9,True,Rack5,Medium,2025-05-12
Leather Goods Product 073,131.2,0.4,2.9,1.6,False,Floor1,High,2025-05-13
Leather Goods Product 074,320.9,4.8,0.4,2.9,True,Aisle5,Low,2025-05-14
Leather Goods Product 075,390.7,5.1,0.4,5.0,False,Rack4,High,2025-05-15
Leather Goods Product 076,287.0,4.0,4.9,6.4,False,BulkStorage,High,2025-05-16
Leather Goods Product 077,2.9,11.0,4.7,4.2,True,ManualStorage5,Medium,2025-05-17
Leather Goods Product 078,216.6,9.4,2.2,0.9,False,SectionB,Low,2025-05-18
Leather Goods Product 079,24.8,1.8,5.2,5.1,True,Aisle10,Medium,2025-05-19
Leather Goods Product 080,329.5,1.4,4.8,1.4,True,LoadingDock3,Low,2025-05-20
Leather Goods Product 081,372.2,10.1,2.2,2.8,True,MediumItems,High,2025-05-21
Leather Goods Product 082,766.7,10.8,1.5,1.2,True,ZoneC,Low,2025-05-22
Leather Goods Product 083,245.4,8.8,3.2,0.9,False,Basement3,Low,2025-05-23
Leather Goods Product 084,660.0,4.7,0.8,1.3,False,ShelfArea4,High,2025-05-24
Leather Goods Product 085,350.5,11.8,5.1,0.5,True,PalletArea4,Medium,2025-05-25
Leather Goods Product 086,341.5,9.2,7.8,5.3,True,Floor3,High,2025-05-26
Leather Goods Product 087,321.7,10.7,4.2,1.8,False,MediumItems,High,2025-05-27
Leather Goods Product 088,399.3,0.6,0.5,1.9,False,LoadingDock4,Low,2025-05-28
Leather Goods Product 089,199.8,15.0,1.3,2.6,False,Aisle3,Low,2025-05-29
Leather Goods Product 090,204.9,7.8,7.0,0.9,False,HighBay5,High,2025-05-30
Leather Goods Product 091,612.4,2.7,2.0,0.9,True,SectionB,High,2025-05-01
Leather Goods Product 092,564.5,3.7,6.1,5.3,True,Mezzanine2,Low,2025-05-02
Leather Goods Product 093,204.3,4.2,4.5,2.0,True,ShippingArea,Low,2025-05-03
Leather Goods Product 094,288.8,4.6,1.4,0.2,False,PalletArea3,Low,2025-05-04
Leather Goods Product 095,356.2,12.6,2.0,1.4,True,AutomatedStorage2,Low,2025-05-05
Leather Goods Product 096,366.9,3.7,0.4,1.4,False,QualityControl,Medium,2025-05-06
Leather Goods Product 097,252.7,9.9,5.9,0.8,True,Floor5,Medium,2025-05-07
Leather Goods Product 098,141.8,3.7,4.3,0.3,False,LoadingDock5,Low,2025-05-08
Leather Goods Product 099,562.5,7.4,6.9,1.3,True,HighBay3,High,2025-05-09
Leather Goods Product 100,339.3,3.6,3.5,1.1,True,ManualStorage3,Low,2025-05-10
